song,artist,track_id,album_id,album_name,artist_id,popularity,release_date,track_duration_ms
Nordmark,YGGDRASIL,4NVcbKy50vrH3zJm7WQXvw,3EXrio8XVsZgqnpSdSFT1s,Kvällningsvindar Över Nordrönt Land (Remastered),5oiGpIql7R0e3eY1M5ifG5,0.0,2011-04-25,341107.0
Rain Down On Me,Kane,2rRY9uu2SQge80Ifw58cfU,017yxja9vdCVr1lBnD22f1,What If,7rgKxnnBAsZ7Q04d6jICu6,41.0,2003-09-01,246866.0
Little Latin Lupe Lu,Righteous Brothers,5ngyxTY4eRhWIJLZR65WQq,3yfoTdbfvqcQzR4XitZx7K,Right Now!,4b0WsB47XCa9F83BmwQ7WX,34.0,1963-01-01,140506.0
Youth Clu Dance (Demo),The Cortinas,0Whwa5R0mtufr6Nb0dN6fm,4NuMMwgd4r06DkrJvpwOU9,GBH Demos 1977,05KReEfZQ1BprHcUudUGLy,0.0,1977,189693.0
Party,Rodney O & Joe Cooley,2yHE7vrnmPTkjZRsQilvHg,4ongwa5RCHuq55GbOmw4WJ,Three The Hard Way,1xhLJFJK9sXK9B2CPGzt11,0.0,1990-02-22,253840.0
"""You'll Know Where Your Plane Is... (Part 4)""",Why?,6CHPrwWonkaZ1BO36ISMIl,7LQZnSozlxvi9xB66IDPzg,Split EP!,0d7aBBLFcc4dlETnae6zcH,1.0,2001-08-06,110853.0
Stinky Breath,Blingtones,7e5cpvsDOHfYjWqmeqGukt,4B8FRtNYMo2xvTkodkdJjI,Helium Crazy Ringtones,5c3dMutHYPhb7a3muPcJYQ,0.0,2009-11-24,29900.0
"""Cleo's Mood""",James Taylor Quartet,2v033sBrLanwxO71b4qXC2,20YXYU2oLtFAS6I1WYs5U9,Soul Lounge (Fifth Edition),4yJ5JaEQvtAynbcucAiN0R,0.0,2008-09-01,191013.0
Why Should I Cry For You,Mariano Yanani,7Gvc2vEeJyLgIHdvuibPwY,6zNOadWBC6EBjDphm4BTwU,Babies Go Sting,4O7UfGyMo71FueC0Wcfba0,0.0,2005-01-01,180653.0
Test 72,Mush,7p1xeslpepPmzlge3TJTd9,5fDwQyzq3jhWZ5CbBc5uyi,Test EP,7qY4v3YjMSA67mQDu6NT7j,0.0,2009-03-01,384000.0
You Beat The Hell Outta Me,The Motors,6OavoTzi3ViZmfZeKWkWRe,6i97ms05bUtfv2sWTsvzYg,Approved By The Motors,4NsDGsuSfCM30e1JSMGeAn,10.0,1978-01-01,207865.0
Oye,Gertrudis,4lD5SznmIodj5zjlYG9r6R,5nNPYGkhIzxIWCGIfUwHXS,Gertrudis,3eAm5IYwnH7uTX5EBT9sbi,8.0,2005-04-06,207653.0
Irish Medley - Jigs,Jean Carnigan,75Z0eUV4aK6JFWjdTWcJtR,4UFeIR1MIp3oxdIrBzLWJi,French Canadian Irish And Scottish Fiddle Music,5Ic9NvedC0BARIs67EaYgC,0.0,2006-02-08,177466.0
Bang! Bang!,The Knux,6fpkdMbodsaNHS2PZ7QLTe,6lUaP1Jp3X0giDUPP24Cyp,Remind Me In 3 Days...,52gwRVa1eX4gTCplPd2tlq,20.0,2008-01-01,200560.0
Firehouse Rock,Wailing Souls,2aEo5sPcclxVbA2vXFBi9M,35JVHz9f0H9oIzSYNW7BAC,The Very Best Of The Wailing Souls,2ffhJMXvdEJFZISX76ccQL,28.0,1900-01-01,252333.0
Olivia,Shinehead,3mBtSSfIq0vGWH0IIXDSK0,44vDyxNo7cbG0zvlpYKMp8,Praises,0AcEt9ujUBWQ50cZsaskWo,3.0,1999,239426.0
Hit my heart,JK,7IrO12e9v42nrUUttpqtLd,5uCGtrE9su0YEe09HbAZrT,Hit My Heart (Remix),0yL2XqJfSN4JT7VGz8WC8b,1.0,2002-11-14,197014.0
Time Travel,Klaus Badelt,15xM8lACDFEaAzOyFaxFAj,2zP4O1d0NFT6XdlyYHzDFV,The Time Machine (Original Motion Picture Soundtrack),03GruNQP8X25PCoWzdvIGZ,15.0,2002-01-01,275426.0
What Is This,Perfection,1XAelbOOfyk3ElKwF3sSsA,0WjiocfC9P1ggJMlMCbPe8,Perfection,6xTCg1hOpIks5T5cyFzv2k,2.0,2008-04-22,379266.0
Menutha,Tony Joe White,0xYvykaZxUIcv7OHy3XMup,6TjYEVdu0LB3YXuOL9gJMy,Lake Placid Blues,6QvgWa4x3Ij4tvBpFMo11P,23.0,1995-07-18,252066.0
Expeditions,From Dying Skies,3ENfJQnOXxZ68p0ttFevvF,2WlNLz4LM9buloXzd4FYS7,The Lakeshore,2BMptiEXSq7gXAewEm4LAk,1.0,2010-03-01,222955.0
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,6EbgtDjvtcYAc52HIMqISF,2VNE42RFdq69FcnxAo8BFC,A Jazzy Wonderland,4ajuzZlRaPOBnUkPo40isL,16.0,1990-11-06,228693.0
The Poet And The Pendulum,Nightwish,4VnzBWrtnNw0sS6mCgIS5O,33knvUBRR5ekNBrtLqQVTD,Dark Passion Play,2NPduAUeLVsfIauhRwuft1,39.0,2007-09-26,834690.0
Like A Hurricane,Eddy Raven,2pAe4UD1r1A9JXoZafJrqr,144eYUTxUTORJU4clBhbFx,20 Favorites,23YxuG76RQvo4r7jChCwxK,6.0,1998-01-01,215360.0
Mathilda,Jay Randall,3boaU2PjGxR5H6E9pSWILK,0L8lfXuqzDHiU9KuXa7EVR,Jay Walking - [The Dave Cash Collection],0FoRSrqmcJwTELABocPVCl,0.0,2011-05-09,225613.0
Green And Blue,Deep Forest,0DwXdPTeGYDYYOWtCuZVs8,2DgHSM6kuXPBySWaG5WQUo,Comparsa,4pAYkltTzVhqBZuDekCHa3,14.0,1997-12-09,293266.0
Shrivasta,William Coulter,0LkvMWl5u8zu1vqsGCH6jG,5ZwqKgTgkANjxOmJKPFjJ5,The Road Home,2su35vBrf51CGqw0vkLRDr,3.0,2004,238586.0
In Pursuit of the Implicate Order of Cultural Chaos,Mira,3oTbgFn0K0kNO0hlWj2m8e,36i2WTlmhJ2jclsMwc5cjb,New Hope for the Dead,6Ou2fHRgwRDl0jZzaTeQAz,0.0,1995-03-01,38000.0
Pathfinders,Elvenking,406WVaVU5Z01kBNgXQNYZT,55n7dwYmGwscIUKLZXZ9eT,Wyrd,09b5OcuIELTdD7FfzQzcdB,10.0,2004-04-19,322733.0
"""Punk Rocker '97""",Special Duties,3Y8EA5yDfI8k1p93V2u8QJ,7Ief4lrmTy7cZjUGS10gDr,'77 in '97,6o1A8Tb141Zdnaj7ntvjpl,1.0,1997-07-18,122573.0
The Deep Blue Sea,The Irish Rovers,3OHKDQnUENhglz1JDD7Xge,7igqCeIsHddGDQ1ktN5br5,Live in Concert,0tkKwWigaADLYB9HdFCjYo,2.0,2003-09-01,192040.0
Got To Make Me Love You,Tyrone Taylor,2d1j54RCraKVOJV9Md3kgU,4lwqH61crBXnS14huTHUkh,Reggae Max: Tyrone Taylor,51HsXbvBXUT2CwInQbJRwn,2.0,1998-01-01,221346.0
Hey Louise,Neil Diamond,32UfxEmgIw6sJF1ogCMgtk,3NDwrDoBKwmBQYz4emr9P7,The Jazz Singer (Original Songs From The Motion Picture),7mEIug7XUlQHikrFxjTWes,33.0,1980-11-10,179200.0
Strassenkrieg,MC Sadri,1mdW8YdCF9PdM8t1HMOGGb,3eiPBPZGQgPhFzhtwuROwG,Von der Strasse für die Strasse,5z6zBoQ3WaUIU5tjq6T5sV,6.0,2007-08-22,178920.0
Dedicated,Paul Carrack,4bIGLPSrtp7Lj5xS4eqfkK,2Iz3fUbmFGQRVv1JbzTyD5,"Love Songs, Vol. 2",0FFuvdY7fuiuTmHN9unYoz,30.0,2019-07-26,223080.0
City Of Screaming Statues,At The Gates,3TCpsMZMpfprDU9xvHAiTX,4ufILilCUgEzlU6y2pr498,The Red In The Sky Is Ours (Deluxe),6YXarbjg36ODFPez0PnOlD,8.0,2003,279266.0
Three Little Words,The Refreshments,76cMRr7SKNMcWvxVJxSBq6,4p7BDRdj6bIwDvoKtTt46F,Both Rock 'N' Roll,31oqOoeYTFXYaENhMINVl8,9.0,1995-06-12,222706.0
Monkey Junction,Weedeater,1dDq5HgN8m3jRYTWsch7UR,26pJpTljFSq9jmTA45brFZ,...And Justice for Y'all,40uWyieMnDCdIlba6Pr7xL,27.0,2013-12-10,268946.0
Shadows,Styles P & The Evil Genius DJ Green Lantern,28AyNsYNFRJ1Vtv6XtnmMD,3B0RlkVRg7nW7jXKXf2sqe,The Green Ghost Project,6o4y0XcAi65iWM2JsGU1Dp,18.0,2010-02-02,235040.0
Train Buffer,Aesop Rock,2l1pAqm3wtbihXPga1pP4R,4HgbOgkcbjblxnwnkzgCNV,Urban Renewal Program,2fSaE6BXtQy0x7R7v9IOmZ,2.0,2002-08-05,348560.0
Skit,Rakim,3uBZ6nXhlHSMgPLmJV1FRM,7f7GAE9Bccyzkk6xWv1YOq,The 18th Letter,3PyWEKLWI0vHPmoNrIX0QE,0.0,1996-11-04,19066.0
Going Under,Devo,5Sei3NoWCfDm29lvtqhXpN,6hmPrGhVrpJVG8lnl7FLOa,Duty Now For The Future/New Traditionalists,0UKfenbZb15sqhfPC6zbt3,30.0,1994,206933.0
Corcovado,Vince Guaraldi,0dUje2X8jqTvZxjTH1FFZD,6pyKEXTSWmqvSGGg7Hc1t4,The Latin Side Of Vince Guaraldi,7gXUrN8vgmVhKVCkw9pavV,34.0,1964,201426.0
War Of The Worlds,The London Theatre Orchestra,0xGrCkQcLYTGayPRJAF0Tb,61MDzGGQfKeB81m09pAeJ3,Sci-Fi Themes,2CMP2czDER8nvmcGhKeHPC,1.0,1996-07-08,123960.0
Red Socks Pugie,Foals,3ilYdRwg3iu6EXRaC7QMLB,5zUndTRjHpsB5UTsPp5MeM,Antidotes,6FQqZYVfTNQ1pCqfkwVFEa,36.0,2008-03-23,315253.0
Sarah Palin {I Wanna Lay Pipe} [Remix],John Brown,5twgSZhtirh551wurfp332,2H1twBWh65j3dHZLDM0ezl,Sarah Palin (I Wanna Lay Pipe),4129gCvnkuaShQnqQWQnYN,0.0,2008-11-04,197733.0
No Te Apartes De Mi,Yahir,7EC5RB8EDJOWXcYlk9HLwr,6775FmiPdR24Zhowa0lxu6,No Te Apartes De Mí,1bqHIHJm8coUJqqoguolZJ,54.0,2005-09-20,245333.0
Going Back To Memphis,Memphis Jug Band,0itxIT8eTnWmVD50cbJ76h,76HIhBCiFPH1dN0LVf2F0N,The Best Of The Memphis Jug Band,733uiglnvxVrnHAFs1TE0a,1.0,2005-06-20,147214.0
"""Ain't No Sunshine""",Michael Jackson,49nBh3Wcv5gcNJrfHwtYGd,6pam66S3gqDo0Yy4cjlR9G,Got To Be There,3fMbdgg4jU18AjLCKBhRSm,42.0,1972-01-24,251293.0
Down the Line,Gregory Isaacs,5wJHhyJkM7DUO2KRD7LRCd,3usNXJxsBt104qOJGYgn1W,Soon Forward,6QHu71f8LLeT8n0GzfbYFc,8.0,1979,215800.0
African Typic Collection,Sam Fan Thomas,0M4G8bLXP5HEfZPG5WDKUm,4riblLz7LEABHXjpGLf3Ho,African Typic Collection,2JbJuYv3mZFqheYEo0412Y,30.0,1983-01-01,390767.0
"""La maison ou j'ai grandi""",Bonita & Jerry Cormier,0g2PLHZu27xcNLi7IlhBo9,1gsvmsiiBX0DFsmz9CPOLC,En toute complicité,72lhQIQJhmXXYNUGHVYQLz,1.0,2008-04-09,211066.0
Tired Of You Clowning,Sunnyland Slim,3Cn9pfHoq3VxadxnqVZ8DJ,1lPwuAhCm2ADtdSg0No8F6,Slim's Shout,5IrMTnoQ7OgoLpFfsisXX2,1.0,1993-01-01,192066.0
Anywhere Anytime,Sara Melson,38KTv1NFle4KYWxTvKi4g4,42OcUdFX8QaEUlq0gkS12J,Dirty Mind,1Kytaevw3xfR35imimNkaG,1.0,2008-02-26,164680.0
Ice Cream Cone,Laurie Berkner,4sG8iUfRXa1CNvj89LCIcj,2qaGwjEcIgtQ2XgA3jOsaN,Buzz Buzz,6T2pk5T8c4Wi61x1v84sUa,9.0,1998-10-24,172466.0
Dark Flashes,Brian Keane,2IBnCi5IHhRZrTs3yJiRyh,6254yCCFaBJkzGyVNm8KF5,Andy Warhol: A Documentary Film,0YF3htY87UKOd5AOQwEuPh,0.0,2006-09-20,216066.0
Moisture,Dishwalla,6DYOlkW6MXKjYMRhR8PY2M,2h1bf0d6LNtyoEugJYLFdy,Pet Your Friends,6F3NW2aC9Sni1FH7QPSLvw,18.0,1995-01-01,326440.0
Stack and Pile,Beenie Man,7ryXEatEb0j9U9QvQduWZl,6jRgr614N6MfSBDNQzloa8,The Ultimate 2009,4L3GTE04bW5N7azA9QPhjA,0.0,2009-11-19,201431.0
Goody Two Shoes,Adam Ant,760xFXFj5Fksa3jawSCn5g,2GAvEhQNAUpsx1DF2SfyNA,Friend Or Foe,3QP0XPDwbvGivqDAaJ5f5G,49.0,1982,209213.0
Shitzzo,Marco Polo,1vRYa8Zktk5rFY7FUeJXZ3,2X9WrcmiRIKcjneWOD8ZPb,Shitzzo EP,2eOPDiaCP8RQI3YFTBRTCW,0.0,2010-02-15,411490.0
I Versus I,Seventh Star,6NHPKTuXX0ktAkDMqGIDli,38o5QCuLetH8gi2RXD0jdD,The Undisputed Truth,0fl7Kvvr9wd3DBHVmPGftJ,0.0,2007-06-12,187546.0
Ellen Disingenuous,Busdriver,07otyyWLfTeINeDL1nbgwI,05qG3oD6syQWMpeqxyFXWz,Ellen Disingenuous,43SXnO2N4X024u3l9MfvXD,0.0,2008-05-24,246240.0
Plecaciunea mortii,Negura Bunget,4m6PdBKYVL6ebYZY5BrBMF,2jvyGt2PMMqaNosldkyqSE,Maiestrit,6wLgoPmccgFkKpjPYvJqtM,0.0,2010-03-12,672053.0
"""Ballin' the Jack""",Brenda Lee,4AUZ21byFNv9Cd8316QSLi,0RaRcSBMwcTCUTDvPqMu3F,"Grandma, What Great Songs You Sang!",4cPHsZM98sKzmV26wlwD2W,7.0,1959-08-03,115973.0
"""Don't Keep Me Wondering""",Buddy Miles,5j5UwS3b8jqrmQBbshHhsH,2Q2eg809yHVRIK8F3AK4sf,Best Of Buddy Miles,2E9nO9Zav9FjjlFVVtMWdw,21.0,1997,121066.0
"""'Round the Wheel""",DJ Harry,01k7y1skqsbAi9GAjMsNPj,5J3Sxhf1c9VOZ5hWgqD8Js,The String Cheese Remix Project,40IPxiNVXckY0AMrmiiQ19,0.0,2001-07-10,496000.0
Me Decidi,Gisselle,3nVcrYknYHe2z8DXfWa0OG,54veO4mZ2eZVySlk02ZxJn,Atada,3a4AXIwxExtfXcIwGDBruP,3.0,1998-10-11,268866.0
Sans ton amour,Bonita & Jerry Cormier,0ZaLDwRfpQSdX4Q4IngwW4,1gsvmsiiBX0DFsmz9CPOLC,En toute complicité,72lhQIQJhmXXYNUGHVYQLz,0.0,2008-04-09,183333.0
The Ram And The Scorpio,Alphonse Mouzon,1keLtYQ7KRJZgeFxL8ImH2,0W8AhSuALgQ2vrCQdYFpZp,In Search of a Dream (192 Khz),0UXy6wqMmVQ7PIWFNSXqdk,0.0,2017-05-26,358428.0
We Are One Light,Aeoliah,4ihLV1Pxe8ZQzDDIS6DnWg,7AyrOote3YzP38nBaRhKMC,The Reiki Effect,48gh6bkEbkTwiZNMn5pW3v,14.0,2000,244666.0
Popovic,Mando Diao,1bL1ticRoSrD6aXuL5eh35,4ILd8OJh9UBV1do8Pq494h,The Malevolence Of Mando Diao,5I4eibDkC7gg0hmczTZuND,3.0,2002,301266.0
Pound a Weed,Mikey Dread,698pEpEPWv3wNn3SivdtEE,5W8A1nax2cKqWHm2xtSOF4,Life Is a Stage,6xKQ3GOnt3gjzja4IcLyg4,1.0,2007-04-03,201960.0
"""I've Got You Under My Skin""",Louis Prima And Keely Smith,2DlYJ5MGLpDGzYhF76LXtI,62NEZstQICTR73eBvw6ZwG,Capitol Collectors Series,52lBOxCxbJg0ttXEW9CQpW,20.0,1991-01-01,157333.0
Puritania,Dimmu Borgir,0bKs1y9PTFBddM9qj0JGvb,6sDdbLoIOzGwR61lL2jGN2,Puritanical Euphoric Misanthropia,6e8ISIsI7UQZPyEorefAhK,49.0,2001-03-12,186488.0
"""My Heart's Desire""",Kane,0E2m5zbIjKlydjgvUvCf4c,7ns7snA1z9nOL94KH4YkTk,February,7rgKxnnBAsZ7Q04d6jICu6,10.0,2004-05-21,716400.0
Ragoo,Kings Of Leon,1ivW2dMacQpwAoc9olT6UJ,5CiZOqd3iF6p2PsqBjljat,Because Of The Times,2qk9voo8llSGYcZ6xrBzKx,46.0,2007-04-02,181133.0
Quand on est amoureux,Les Hou-Lops,6vJYYh6OIcx2E952wyg125,53M1HyteIyjrVSjHocIKBB,C'est chip,2rWtG7CwFouVh9hbezhMfa,11.0,1965-04-13,142181.0
I Like Young Girls,Love Jones,6u3zQ6woOFXR05ZOuMRi7o,4ATVBpK0gekCzAJJiAYSPx,Here's To The Losers,2Mx9WjrSZ86KUkwZzJ2idq,1.0,1993,182733.0
Drop The Hammer,The Gone Jackals,6ONZBKiYMyyD9QIJuqxSrK,5E90mNFNa04BPe4igLBwzh,Bone To Pick,2WjyVlDPA8rmWCjY8pRiFG,11.0,1995,220493.0
Tears Falling Down,Charlie Peacock,5jo2R02Y1kBo033B5bGj0S,2USNrX0sU9WmbagP7FJUn7,West Coast Diaries,4Dld5cUTz6eVReIWx9Dtyl,0.0,1991-01-01,181000.0
Superconstellation,:Blacks On :Blondes,7K1e3zIuAtAKrAG4XtaQu6,4Vvh7L0ixyGnuNN8LP6oSl,Travel Without Leaving The Bed,3feFhhO7z5g7x5qTKCA4nq,0.0,2009-05-10,164480.0
Hard Times,Eastmountainsouth,3J6xiXkZ4aOnDeLzHe3DYP,5koo8CoRJwXO8sfemLf5Gp,Eastmountainsouth,4H7QVpyCHkaUeEOpCPzZQk,22.0,2003-01-01,225626.0
Flipside,Bom Squad,0HJQqdWVFDEPUSIA2vEvlQ,0ztZcr8hWh7A0YbkPDYP74,Before The L.O.X.,2s4asqMqI3vtuYn3ViwaiY,0.0,2008-04-22,182226.0
Softcore,"""V'ro""",7r8pktZU4RaiVf3nU7mIj4,01oJww1SWvBscV2iMNheEa,Les divas du zouk,684q4KjyZWoCp0Qibd30RY,30.0,2006-10-30,285600.0
Nastaran,Mohammad Nouri,5eJB8rRXgr8qcTjjVjlcCu,2so3jP7tfVyADzAYKTkqgR,Jaane Maryam - Persian Music,75OTNsUeTabRQgjNnfSV9J,1.0,1996-06-03,273946.0
Any Way You Want Me To,Jamie Richards,5BPKonvtgSRewMAMlolnHD,4w65s2uhiAXSuMqnPiA1cK,Latest and Greatest,36v2I2JKBkRmCJ17HJ7A3n,11.0,2016-10-14,240080.0
Chega De Sausade,Elizete Cardoso,6A5DJE0BZtq5bvYPGH9now,4zMbUu8zGrEVveXfIh6ybi,Eliete Cardoso (Cancáo Do Amor Demais),5w4qi7KMTWcV7sgXgVoPwW,0.0,2009-11-27,206836.0
Cendrier,Java,0amzgkPlf0cqQOt466CQt0,6WhtWxHtSTcZk1i2tqgZAd,Safari Croisière,2EaYvd5IQJYvfc7o44RKJi,14.0,2003-10-13,190706.0
Purple Pygmies,Walter Ego,640qq2vE5mFC6VkIQ0uVQ1,38mBOpvSKMrO2rlvrW3xsz,Eclipse,3EaGhXinTENGKFgEa1uJUw,1.0,1998-06-15,535506.0
Voyagers - Improvisation 12,R. Carlos Nakai,2FTcfqt60GRpL2FoXqbXHL,4pnj8CNKqSLPpg1Rf3mHwN,Voyagers,2D38buglrcCl9TMZ45tkh1,4.0,2007-01-01,177306.0
Stop The World And Let Me Off,Patsy Cline,43WBy3ddpWmkuoApd7txEs,3LN8LsHiTeWsmie4BTTIm5,Classics,7dNsHhGeGU5MV01r06O8gK,27.0,1996-01-01,147760.0
This Is A Gang,"""CMW - Compton's Most Wanted""",5JlDptQrWzTlZqmhGIsoZH,5CfgVk92KTwjlfB66jAEvS,Music To Driveby,0SAPzv3jNXclYYSHOnJyjg,17.0,1992-09-08,216493.0
Playing In The Dirt,Joanna Connor,0OZXSq05M7moJJY5V415fD,3XcVUjV3289Ha7SZzfybmK,Believe It!,0MJGyEl8BgJbBTv3xeeFeB,1.0,1989-05-25,238400.0
Thank You,Saga,03KGFYEMeVBk1Sfzsp1kBY,6Sgrw4QIgoPyHPMdHHqOfB,SakuraGakuin 2020 - Thank you -,6ZkreMw9VEGOdBw6NEuG92,5.0,2021-08-07,264053.0
Your Chance To Rock,Rodney O & Joe Cooley,5XuKwryeab14mL0RlwtBfv,4HXDks1PN6Ec9jmC8wgyLJ,Days Of Way Back,1xhLJFJK9sXK9B2CPGzt11,12.0,1993-06-23,211306.0
Perfect Moment,Darden Smith,4Km5ryAg3YDdxkfzEpSlJh,5kfn70t3L7578meWGZJdqV,Sunflower,6CUKhaUkMI9j5qAEyuRfaA,19.0,2003-04-21,268946.0
Hum Drum,Terror Squad / Remy / Prospect / Armageddon,211ZgvK09nFK4bLRKf1NtQ,0NTYMm0B7adXejff1phD3F,True Story,2BvzbqWWwLN11XGBYgDZzx,11.0,2004-07-15,251920.0
Wild Talk [Live],D.A.D.,1va5OHGtd9ZsK0R03YC9bA,0fRWE3RT775fObiqSpVqmP,Osaka After Dark,2I6gQ8HicF6er2NgjfkwGd,1.0,1990,260373.0
Seasick,The Bureau De Change,5gkTGt2zzSzWjmFXDwbAC7,7hp4qwS4e5jUDwMA2O7Muk,Global Village Idiots,7jK16SE18gEERw3gLxSt8E,0.0,2004,220880.0
Declaration of Independence,Marquez the Greatest,1eu6WOy9TMmKeEMJ2spugu,0wUq2ozDnxdAGKbkk2E5dC,Under The Influence,3Xq8P3gHgyX98GzPe4rDqf,7.0,2003-04-08,72173.0
Sweet Love,Mary Black,52GxcThawK3sB1TIH7ZdT7,6w06lhQcIlyfGKEzQGF8FQ,Twenty Five Years-Twenty Five Songs,25W55yzID8F5bRKG8Zg2IA,8.0,2008-04-25,310213.0
Salva Mea,Faithless,1XPuv5oKvbH3eQoyNW1iYK,2Vcq2BbEjHFdfodZ8hlcZL,Forever Faithless - The Greatest Hits,5T4UKHhr4HGIC0VzdZQtAE,35.0,2005-08-30,647920.0
Wind Beneath My Wings,RyanDan,49vLtGNCdYsjiSM1Ugb8cs,12oGMJ6yhhVueTVm4ahrgU,Ryan Dan,37Zo7giTfDT9eYpWZdaOi0,20.0,2007-01-01,255800.0
Black Market Hell,Aiden,2yL2AV7uop5L9HjfSnsrjQ,7JKBuApp6cIH3CDqnzeA0w,Knives,1FNjzdmDeHeZjU5qUJlQ1G,6.0,2009-05-12,759093.0
22 (Acoustic),Lily Allen,0exPOSFhGrdFzGJdODbAza,4igqw0NNmYEsOVU4zeu1LG,"It's Not Me, It's You (Special Edition)",13saZpZnCDWOI9D4IJhp1f,14.0,2009-11-16,188066.0
"""Nino ven pa'ca""",Juan Carmona,6skdQtEvZLHz6iakOtrnBC,6RFkpKLXWsv2e135PHC8vE,Borboreo,3KvyCYbKE6pIepOPNZfWHY,1.0,1996,204573.0
"""Revolver [Tracy Young's Shoot To Kill Remix]""",Madonna,35d5drInpo5DwQogI0e56K,4FnBBsv3qZgaQ4MpVS8qPf,Revolver,6tbjWDEIzxoDsBA1FuhfPW,11.0,2009-12-25,564960.0
Hey Joe,Roy Buchanan,2yIuOkKwZuH4mVZUrOEbkA,3wbBPMhK2BX8rGBhivkAE1,"Live From Austin, TX",0augulkuXFx1qPfb590w2C,31.0,2012-03-13,436413.0
Parola di faliero,Inoki,4XphnVRllyWTMo1EquaF2h,1zNExUT9C1GRElDLueo65k,Nobiltà di strada,0nKxW51VOD6px2uMM4ehfF,5.0,2007-02-16,75933.0
"""Can't Find My Sadie""",Checkers,22esUYtm7TDwWTGg6yslFB,41o8WojLcW4U2ekvodjzCT,Greatest Hits,2KoRYY4FWhPkG0oo4tidqx,0.0,2010-11-09,161360.0
Las Hermanas Granaditas,Los Nakos,7oORthO6X2vTWa4QQFnbOh,1iJ4IiBHIiRHvCOGsaQP3q,68/98,0fBhtFTO53yIr08FU7qDQT,0.0,1998-09-07,131039.0
Lies,Pennywise,2XzzP3HXqdzK907sGFewD4,2FFUV5Qe5UzMQhKwoKk8nF,Never Gonna Die,6i0KVTOvm96T55mbp742ks,28.0,2018-04-20,131480.0
The Imperial March from The Empire Strikes Back,John Williams,4TQAjB2yVY6vem4tPRGQhU,45tVTwyjGQSqduNLgIBMQ3,"The Imperial March (From ""Star Wars: The Empire Strikes Back"" / Live)",3dRfiJ2650SZu6GbydcHNb,31.0,2024-11-15,191800.0
Mr Big Man,Junior Reid,0DfQkC9fYx04g5oGuUbDL3,4E2RY74EaapB5g99sYsRuk,Can't Stop Us Now: Linval Thompson Productions,0qPUDOVD0aYR2lmCilnscs,3.0,2013-11-25,216933.0
Boomerang (Reprise),Cirrus,5R6pbCEXUIJ5eq2vurpLRl,1wpMBUi2nREwL41DT8zHdc,Counterfeit,4li9sXjlbIAeIJ9kW5cyOV,3.0,2002-01-01,193910.0
In My Bed,Amy Winehouse,2TfIuZiaQK2I6Dsn0GxxdN,3kGbxqlVl3LqjifxlubtcT,Frank,6Q192DXotxtaysaqNPy5yR,50.0,2003-10-20,317013.0
Down On My Knees,Ayo,7qd4qyZQNCyzOY7kGIlMUv,1811h6owYzlnCx0zyIRdji,Joyful,6OkX55UMCw4Hgc5HM4zr7K,48.0,2006-01-01,240120.0
Morning Glow,Michael Jackson,1xwdyB2h7UN7pQyITEm3nK,6o7W0hkHepZ2cDBF4gJsEg,Music & Me,3fMbdgg4jU18AjLCKBhRSm,18.0,1973-08-13,217973.0
Slavinka,"""Edgar De L'est""",1gvuB9KKhnqhKwHbK7IrXo,2LrXFNJSEKeDcmZg8ZFP2P,Les vacances,0VxK4OQemsbmiryc0RKKSz,1.0,2001-01-01,320626.0
Supreme Girl,The Sterns,5QpOyRrkCQVIj15KlRumaH,7p9rpHe8XivGGGVoN1WPHB,Sinners Stick Together,7ywuqqSHjpLDuRnpcv5ex7,18.0,2007,151826.0
Hispaniola A,Pheeroan Aklaff,4yuIcsKiUh5LCLluKivbgM,2ddRCIOBCxC6aAjhdg7fTI,Drum Set Variations,0xXCz3o5ZJ2Z9jdAoGxRxO,0.0,2007-09-01,146520.0
Yellow Brick Road,Jack Off Jill,55EHnVjzbbfAIU1TgkqjKF,2cfdSbWspOAMFygyWVxD11,Humid Teenage Mediocrity (a Collection of Early Joj Recordings 1992-1996),5ybsLFsFrRFXgdklfMryWD,24.0,2006-03-13,137972.0
Dream State,Paul Taylor,3XUyz3ttsUfHcqLGJV0Xds,6g4ilZnTToqBdRXnVMyvR4,Hypnotic,3wBSOZFd5KLsEZ1yoVSICQ,2.0,2001-01-01,267000.0
Fungus,Swim,0w0p7IWbzXnZWfowd07pGd,4i3MRqhFb93LC2q4DHEqyq,Bodhisattva,4KctyENctFERDXJIqNe8Ip,0.0,1998-12-15,311533.0
They Ride By Night,Charles Williams,1AXzGShv8Dpg3QEumXK6Iy,6LdmFomY32ZXEE4wIBi34n,Archive - Dramatic Orchestral Moods,3cTu9fSG8JRBukRS6Ohsyo,0.0,1993-10-13,94000.0
Make The World Go Away,Ray Price,5lOnHcsrO2LxlmzbUX6QG4,0menjprjsUXBN3jKjGk1XD,Burning Memories,5sAg1HZePcFfhrs0G8A8OP,19.0,1964-12-17,152880.0
"""She's On That Revivalism""",John Brown,6nDCq4anjhI77MAG5zan9t,7KoFHGS466YsLxFXMTjyLg,Suburban Empire,4129gCvnkuaShQnqQWQnYN,0.0,2009-04-15,107562.0
Million Miles,Blue Rodeo,1apAf6yB17vNh4LjtXKAWl,6vTIzBLRqVblcOBhL4weep,The Things We Left Behind,4M1fxLs3K8DkyCaTEpdfo0,0.0,2009,544453.0
