song,artist,track_id,album_id,album_name,artist_id,popularity,release_date,track_duration_ms
"""Let's Go""",Ray Charles,3s7B21flHFSCJzrFHAQq18,7gvxyetkX6vkoMyDkDM6ls,True Genius,1eYhYunlNJlDoQhtYBvPsi,25.0,2021-09-10,177053.0
"""I Can't Feel You Anymore""",Loretta Lynn,2IsrRdry8ZSve8IupOG0qV,6KSIeegoDEnb4PxvKUwYDb,Honky Tonk Girl: The Loretta Lynn Collection,1FE0rls8gfQT3laAeRYNgl,5.0,1994-09-13,198333.0
Pieni Maailma,Mandi,179mz4Lm2rsntThOKonSe2,6yqF8txa33YtTxiB5uQ4pD,Pieni Maailma,1eYxhCTOC3uHn7t0xiDlrt,1.0,1998-12-04,200600.0
It Came Upon The Midnight Clear,Gold City,7xAFcThYtgiYicbXj7ETDT,0QpvYYggsi6bKuxdpiBvD4,FANtastic Christmas,6CkyBXEUTNVKtjuvpm4FrY,3.0,2000-01-01,173653.0
X-Static,Foo Fighters,7rKm5BfLqxYko007wiamnm,4EnNuo8fG7dMoxMefbApRY,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,36.0,1995-07-04,253493.0
Vertigo,U2,1gVVSmhWjci8l9Vrsl6HaS,5PQPur1PEZFDkI0AXbxFlB,How To Dismantle An Atomic Bomb,51Blml2LZPmy7TTiAg47vQ,62.0,2004-01-01,193520.0
Somewhere Else,Jim Bryson,325G4xW58WM29eXKzMnQJo,42jzd1dZwe4dPUNp1F0xCw,The North Side Benches,1PVWC0rStR8mcd9vf3VZpU,0.0,2003,232760.0
"""What's In You?""",Tom Cochrane,0hk7q7kkU1iWiqoRbKX7kX,2DjAZZDynLxpZQlpn1haQS,Hang On To Your Resistance (The Early Years),5Jj4mqGYiplyowPLKkJLHt,0.0,2005-01-01,228093.0
Besame Mucho,Alain Morisod,2tp5PFKJuNQFZXXlJ7wFHs,5ZKDq0pSZPp42TjsxGUBR3,"20 Melodies pour rever, Volume 3",134CbjubfA0aUwJ41Wjekd,2.0,2003-09-02,245386.0
More to This,Information Society,54TLFORvGMrpPl3CRuNI68,4ZlNIRmhaHgwa6iGkPJZfF,Modulator,6bJUzb3mLEYCkTAp7eNJgO,0.0,2013,249280.0
Country Rose,Roy Drusky,2ZmUwWqdg8oGwsI4jIX9MH,6bnDCN0Y2sJfyadK9WNuCP,30 Country Classics,76ODQBEHQvAbQIUbALYkyi,0.0,2010-01-06,139700.0
Ragtime Sound,Marcie Blane,7ie8bTY5g6R7nn6i2YGO1l,4CFbygv7ZNSx3CW5aTvuB8,Bobby's Girl - The Complete Seville Recordings,3PJdYV0ZaYdJz8l8sFRPgA,1.0,2004-01-01,138280.0
Mr. Prime Minister,Ms. Dynamite,1rWkoH3BlFwFWQstGaqhJo,41nrJzcIgHBal24PrMemKy,Judgement Days,42qLC3FgtazA9AvaIoiP62,2.0,2005-01-01,285240.0
Ponto,Kali,6sDrnlLGWbm9yjD0iKCmyY,0LtAiNzcNhqLxe5pPoJjsd,Tudo É Fase,4QMuEIfCgP2tBHch5Jt9Rm,0.0,2023-06-16,268692.0
I Love You And You Love Me,Andy Russell,7zhc5lOCjJfsokN9uOSqFS,46uB4ZuxpQwjZiA6QI2ePI,Andy Russell. Themes Only For Lovers,6JKxueSeUG9wSPzBulw3C5,0.0,2007-01-01,156946.0
A New Hope,Blink-182,3tNKK8BKFDX4Eki5jilZZE,0RADUK8yTUBidzBke6Eszq,Dude Ranch,6FBDaR13swtiWwGhX1WQsP,33.0,1997-06-17,225160.0
Bus Station Blues (Live),Little Freddie King,4TEoDnVmnfJX8sVlafv3NH,4Sr9H5QJ2jAdr00h0kckFq,Gotta Walk With da King,5G8lbAyPWi9qligrwWMmY5,0.0,2010-02-16,443693.0
The Sweetest Curse,Baroness,4bvgMdqQFtT3zMy9BfwfIh,7540tn9HKPt2PbPPyR5dRP,Blue Record (Deluxe Version),3KdXhEwbqFHfNfSk7L9E87,27.0,2009-10-13,270720.0
Here Comes The Hotstepper,Ini Kamoze,3QRM0qZB7oMYavveH0iEqx,1fSD1yTlcwVUWdpK7Nr7v5,Here Comes The Hotstepper,1VJspRsoC6c0bvqhnSiFCs,66.0,1994,250466.0
"""Can't Shake That Girl""",The Real Kids,45sVelhvvtaezQkWkwC9BF,6xkEMlQGK4JI4hQjqO3TX0,Shake...Outta Control,46hWN2cZ7MboMi8eUmxttj,2.0,2017-04-11,211053.0
I Love You,Ayo,2NRZ8Q2MYE1201tYFBha5N,1iiLM0hhAWsVGaVlYtDxMg,Is It You Love,0jEVXqem2JCUpkuLrUSqp3,27.0,2020-06-26,184372.0
Lesson Learned,Alice In Chains,2VS7nYWQrWUSwX5QBsCmA3,4puIIbtVV70tew9msnAEUY,Black Gives Way To Blue,64tNsm6TnZe2zpcMVMOoHL,40.0,2009-09-29,256773.0
"""We're Back""",DMX / Eve / Jadakiss,2q60ptQdSnUJM5eKQiPyn6,4MtX90BJLKOVHG36jV9oaR,Grand Champ,1HwM5zlC5qNWhJtM00yXzG,25.0,2003-01-01,265173.0
Es dificil,De La Ghetto,2yIt5SGOZCHE2PuzcXfOof,7bomhBj43r4bhkdFLNoQEe,Masacre Musical,3EiLUeyEcA6fbRPSHkG5kb,47.0,2008-10-14,280680.0
The Sweep,Two Man Advantage,4tQdumaBvdnR5rRFH5H0FV,1otw6MygvPRcPrLnvwihqR,Don't Label Us,41oIFubevaNdSpvL5EFACb,0.0,2001-05-01,50840.0
Very Well,Wailing Souls,1mdohump1lRUnpKyRhGZ8C,7lztJ1PvlNjOd3EllIiRMY,The Best of the Wailing Souls,2ffhJMXvdEJFZISX76ccQL,19.0,1996-04-01,214533.0
Village Attack/ The Arrest,Kitaro,4zWxD5pny5GkhgQXW7AWV5,7CAt1CDLV2xjAhBJ3qIOUo,Heaven & Earth,6CTNhXJKT6SdsQspUDIGiY,6.0,1993-01-01,81533.0
Talk Like POP,Melt Banana,7dOif5d6lOa870K6YQIYbB,02qUmmzFmJUKpEagnYwhAI,Cactuses Come in Flocks,1aDpQ3bo57IlYWmsG5sdlp,2.0,1994,51626.0
Alkohol,SKOLD vs. KMFDM,5cLTc0BN87jepPzsAkm3W6,1XcROsOfTStPFqkeVbig9U,SKOLD vs. KMFDM,71Yh3iYxx17VectgWOMvUr,21.0,2009-01-01,328240.0
Complain,Ayo,3Z3IIjHbZPjIdc51syAodv,68djZfI4VlGij91ex5i5sq,Ticket To The World,6OkX55UMCw4Hgc5HM4zr7K,14.0,2013-01-01,229973.0
Let Me Show You [I Just Want To Make You Smile],Marcus Miller,7djR81bTPRkUe94aMlltAD,4j13fnrRAlUO7Rx2EPwVhZ,Suddenly,6fmq5mv6HnduZdlTOEYBC9,6.0,1983,280133.0
Everchanging,Rise Against,3kBsC6wa9kCRRreFZnw4C4,3rsOMcHwc9NTQBgEBLcWlP,Long Forgotten Songs: B-Sides & Covers 2000-2013,6Wr3hh341P84m3EI8qdn9O,34.0,2013-01-01,261906.0
So Hot,Helen Love,6FCaI3RmynrfdOxtDa5soY,5ML8Vywigz1U5MZHYfGDdf,Yeah Yeah We're Helen Love,0ypZZtxEt7WJHjFIof8qWi,0.0,2023-06-23,81974.0
Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder,1vazfHobo3MVJPUD9eFSs5,40UF9C7spOXFRsCKddfrnO,Ultra-Lounge: Bongoland,37Bie7mBZSCP1OlJxk1zl6,20.0,1998-03-24,341760.0
Monster For Music,Beatnuts,205W1ZqNchOXrCjO7jbQhc,1eLbbQa8xpbZdp4DtjMB66,A Musical Massacre,5ynvmGwc83ZoRx2EIWHXLX,13.0,1999-08-10,169093.0
Dansende Foran Speilet,Mons Leidvin Takle,1CYbkk5yEXPSfzbjmCutWe,62WXXtHw7GO8MPjnLMK6dZ,Gyldne Øyeblikk,6JSSKL4PudRc5IvtbYpPRI,0.0,2006-03-06,121120.0
Knocked Up,Kings Of Leon,28rNyM2CKtOb4PYmsulQhF,5CiZOqd3iF6p2PsqBjljat,Because Of The Times,2qk9voo8llSGYcZ6xrBzKx,49.0,2007-04-02,430346.0
Ven Conmigo/Perdoname (Live),Selena,6Yz9yZNqvKDmf5EGzM3yr6,6rB0AIlPFH1GXEHtA7d7Ck,Live Selena,6IE6z7DcZIT4Ml3Fh5Ivch,21.0,1993,394013.0
Dark Angel,Precious Bryant,2ZSd2n8DQvuof19ZQY2cPZ,5XZ0VED1glyQNgjev1N9ie,The Truth,2NmmldHtbkBjOe7NbUK4tf,4.0,2005,193720.0
Crass Commercialism,Black Flag,0QlnPXZvL8P0WTq4nZYSM9,7ysnb0sKjEr54Cr6J8Vd6M,Everything Went Black,5Mhs3Eu8lU6sRCtRYsmABV,6.0,1982-01-01,1030133.0
No Unexpected Guests,John Frizzell,5TPdwFNZBo0q4WZXV6phXe,2TwkWFJisCXjNeFFvUqhpK,Ghost Ship (Original Motion Picture Soundtrack),2U4Lfs1c3FxmwBjUdvCzF3,1.0,2002-01-01,133466.0
Prvni vesela,Krystof,42qwtyEmrbJgcbSxaKodDR,2J4ouVUVJLC6Xm5Rx9tHb9,Kryštof v Opeře,1S5J45qCGowVETVuq3vDyj,2.0,2009-01-26,310600.0
Bloody Pig Pile (Live),Dropkick Murphys,0eeERwVPOzcfuZuvjNIbkY,4ya4k1J35lndEyaBWjKs3k,Live On St. Patrick's Day,7w9jdhcgHNdiPeNPUoFSlx,9.0,2002,194677.0
Misanthrope,Extasick,6KHooKDLY7gKJY9goCoFXa,3c8flhL5sd0vYrZWtSqaOr,Extasick and This Dirty Musick,2WGdlwv5Lm40SScf1b3oWU,0.0,2004,134026.0
CHAOS INTRO,State of Chaos,597bUTdyKiIL0of9QaG1z0,5JWlPbsY2RdulaQMaQWLtc,Across the Nation,7LDSaqp4A27GxwbbwiJygJ,0.0,2002-12-02,176840.0
A Mi No Me Importa,Nelson Ned,5oZZZfGGaGNV3N9xMTKTrS,5I831xaYFuuZlBs6Lu2bhw,Mis Momentos,1qBGWp46vgiATN7mfKJd3s,13.0,1998-01-01,200626.0
We Wish You A Merry Christmas,SNOWPATROL,2s447Z0bkzaZnDxrfNNmfV,3ufqloFXsIdY0gKsJWilNo,Christmas Dance Sensation (Greatest Christmas Hits In Dance Versions),4ZrvoXjMMIp0e5nPHN7N0k,8.0,2008-11-24,233363.0
The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,5F7KqjbUmMtugUSkTsYx4w,67m58qy0BmYeSUc4H6H1aX,The Date (Dated Girls Remixes),6nIBXQxqtygqjR8llAJn58,0.0,2002-11-11,188333.0
Ass Attack (Four Tet Remix),Hot Chip,1JMG1kLVznbl7pc8hW26cs,1HP4nD2t6Fvbw8IcVlpfb8,Coming On Strong (Bonus Edition),37uLId6Z5ZXCx19vuruvv5,5.0,2005-11-29,181360.0
Canta Brasil,Gal Costa,0fBIMRxNAw595zknQcXkYu,7CnmrVFElrgMKUSuIvYqgE,Fantasia,1b8kpp4DUwt1hWaxTiWQhD,26.0,1981-01-05,195960.0
Steamroller Blues,James Taylor,5VRfEb2UQu0arhEnGEYxDr,1HiG0ukRmFPN13EVcf98Jx,Sweet Baby James (2019 Remaster),0vn7UBvSQECKJm2817Yf1P,41.0,1970-02-01,177560.0
Heute,Der Moderne Man,2OWGUn0Dh0nSISBsxVSj8C,380elqOcRJlViFtzFj9zTP,80 Tage auf See (Remastered),4rIhkZHNOPDbYYAeWm7X1U,1.0,2012-11-09,183306.0
Eleanor Put Your Boots On,Franz Ferdinand,24AFErHUiORpll04wrR6u4,3GNG4NPXfTeIGYjZ2FpS6P,You Could Have It So Much Better,0XNa1vTidXlvJ2gHSsRi4A,40.0,2005-10-03,169933.0
Sally In the Garden,Kathy Mattea,0cWSquIusPs7EB1bjUoqnX,0RN9RKulJHk5q2hFjktEVV,Coal,7ndzHjxbErIwvwnEUewMWe,2.0,2008-04-01,44640.0
Ammonite,Zeromancer,39VbcjPgW8um9TkrU1YgO4,7kRhW1MWNJUxlHV9YkMov0,Sinners International,0tQn2q1TIEenLgodtb8Nhx,9.0,2009-02-20,362520.0
So Unhappy,Byther Smith,7L9H9fSzusHZ6Dn3JUmm8I,2VHJcfXhLtcItP25S3750t,Hold That Train,6xvCAutMGoKknAWPv0tnxR,2.0,2004,269800.0
If I Ruled The World,Regina Belle,0Oem3xfZWW2vVAW2yeF0Oa,0pO8gL57AgEFsH0JKhrLrT,Lazy Afternoon,3J9tQvcK0bY3CcVcgRELxH,2.0,2004-01-01,274840.0
"""Don't Cry_ Joe""",Gordon Jenkins,6NhlJijRQxV3OLkLCwaZy1,2xqRD8CgthIUKlpfOF5HtH,Classics by Gordon Jenkins,58wzyK6DupVsypvs3QV2Fo,0.0,2017-03-13,193567.0
To The Stars,Claire Hamill,7caFuW0pCkHRQpldK9LVfU,4Ws9tH4szSIgoURcZpn2P5,October,6hJ1shVQyWWgVD5TBaYC1J,1.0,2020-05-02,123342.0
Party Til The Cows Come Home,Elvin Bishop,7roWKlqrevJBxZ7Y7odtiY,2EFQbM1tiUPNaBCqFaD6gE,Feel It!,3rq3ze3d6T97jCWQMoMSsj,14.0,2002,207373.0
Into A Swan,Siouxsie,2EtgMHMtlnnbSTnNHH6WRz,1mbRNrhvBiM3AZM7Ra9uMA,Mantaray,5p8r7X8R2Y361VoHLsZ7eV,22.0,2007,251533.0
La Excursion,1. Futurologischer Congress,36vE9rAkGY1W7zLPtIPZCj,66MmTXc6tZAfjnWjoDL84V,Patchwork,6MD8yUEX0V8XJR2Xrwz0HO,0.0,2006-06-30,107453.0
Big Balls And Cow Town,Asleep At The Wheel,0BaJhQpni1PSzqpew3punk,0XDfbjdd7wCRwvNf9aJWSZ,Bob's Breakdowns,54tWKkrjv4bQgKrQrNlecm,0.0,2018-12-13,251898.0
Larger Than Life,Backstreet Boys,6sbXGUn9V9ZaLwLdOfpKRE,5ySxm9hxBNss01WCL7GLyQ,Millennium,5rSXSAkZ67PYJSvpUpkOr7,66.0,1999-05-18,232826.0
Salt In NYC,Trafik,4lnICEWpsFpAps1NRcqpYF,2vzJ7OmueZYjL0uleKwElP,Salt In NYC (Remixes),5FHrnqVENM1L3qOFHRLnqg,0.0,2007-09-02,405293.0
Blessed Assurance,Glad,60JNevpOBPto1EMhU4hlHk,2Cedx5QpLOJvFsVuMBbwAl,Acapella Hymns,4rhwll8EPEHOW8diluKlrZ,7.0,1993,271600.0
Den Pai Alo,Christos Dantis,0XvX8v2xopXyu7P6ufRLst,6bu6nglYvEygkv7QI2CkuC,Daktilika Apotipomata,1TKXk9QDdArvRAKdW2sMyc,6.0,1984-03-14,242600.0
Knocked Out Of The Park,John Davis,49c5ZyHWQcv9WBncskBqmD,2waKpTXTcDRSVjoHvkrVeX,Leave Home,6e7u1ZLjBS8Pp9CQxGA0rc,0.0,1997,183160.0
It Wont Be Christmas,David Martin,2IMJIDzbp8zsmHLXYErOtN,6xEUZCq24T3EyhynDOMHhV,Christian Artists Series: David Martin,42dx5SO3douFDpuYFal8UZ,0.0,2012-09-04,237732.0
OAKtown,Casual,1EcdpT0BFTESFuL6t7ay37,5bPxfDqAg16l2Xjl8rPS62,The Building,4OpQJMrOpOEYgYoU0Ihku3,1.0,2004-10-19,259440.0
Wessex Loses a Bride,Nick Ingman;Gavyn Wright,2aL3RbCFmGsr9n9RjMs0vM,7qitZT83QhcoYz3Nk6x6du,Shakespeare in Love - Music from the Miramax Motion Picture,63Cqun2Sv18L3vXIapd9iW,9.0,1998-11-17,111626.0
I Hate You,The Stolen Minks,2fa3DKWlxMINFOHM7gItKU,09V5TrhVRhH0FW2fHvhscM,High Kicks,0GfOBgXAjyJwSqCqNBLpdc,0.0,2008,56426.0
Shameless,All Time Low,5pWqD58cZ9TNvL9WbNfcQ3,0H4ELcHequ3OligrjWfrZP,"So Wrong, It's Right",46gyXjRIvN1NL1eCB8GBxo,39.0,2007-09-25,221733.0
"""Just A Little Lovin' (Will Go A Long Way)""",Eddy Arnold,23wSaoh5eyrxu09QrEHiXQ,6AXSOOF0WXV6QQleFHsVaf,The Best Of Eddy Arnold,5QsUbpxSE8lCZ5ga5rnD22,13.0,1988-02-17,170800.0
Quiet Time,Regina Belle,0JMqKxcGZo1nsKrBVWmUIh,3JoYvcDgsinWj0xCb4SaoC,Passion,3J9tQvcK0bY3CcVcgRELxH,21.0,1993-01-31,307333.0
And I Love You So,Brian Dullaghan,11T0n1Qx46W3pifwpxt8JZ,6DblHTkVJ40u555pHk8Lyd,Songs For A Wedding,7B0V3eFcVcUknLI1XxN2vp,0.0,2016-12-06,214506.0
Panda Bear,Owl City,0rNc5XzUVEjZZuWF1SLsyg,0svaAFdddKTuDFzBHgkieG,Of June,07QEuhtrNmmZ0zEcqE9SF6,24.0,2007,187640.0
Turning Away,Mary Black,5AOBRQDm2Lj1Zq9BB4W0ig,1MxJaGP6HYIXbCkDjIdLld,Mary Black: The Best Of (1991-2001),25W55yzID8F5bRKG8Zg2IA,6.0,2008-03-21,293933.0
Metal from Hell...22nd Century,"""Satan's Host""",1E3BfOKb50oUvYfLnj8nBW,7A4XYJx05rbMp8OdM8xyZG,Satanic Grimoire,5LPa4F2amHdyiEaShvdzXo,0.0,2006-08-29,332680.0
Rollercoaster Ride,Aaron Watson,2HI7hqgEw4cuI7u9ne8rUj,6FHMZUKPEQJwydkSCWK35Z,Angels & Outlaws,5BKzvAPtNXnt0LwzGvKOH3,21.0,2008-04-01,217400.0
Hawaiian Chimes,Leonard Kwan,1bDQY7asH4uLK5XeKQs1GE,15IPNy2UpXlgXzUvMAjb93,The Legendary Leonard Kwan : The Complete Early Recordings,07fST6bDoNpm9hg0tyKJA6,9.0,2003,170306.0
Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,1KKDxGFbEYHC1ftBo0S7ZG,42QVkdlfEk9uaG0NboeKpq,The Poison,7iWiAD5LLKyiox2grgfmUT,45.0,2005,215533.0
Turn Around,True Believers,65CdX76hoxBeAMusDwcJRy,0QuOXadOqMnpun2XRXlL6r,In This Place,5pvxNDzpW2FlGLFbTOe0UG,1.0,2007-03-06,361533.0
Hex Breaker,Taint,1cWxKKc6Y130lxey6w6PQz,2lLON5W9gaeoZXWoiIuQtB,Secrets & Lies,50AI8Q4TVGNcAUotjiDYmg,0.0,2007-10-01,281466.0
"""Why don't you eat where you slept last night ?""",Zuzu Bollin,5szczyB4hqLZyNroGU5Quv,0ZoDgFuSaPrdgamJgM2o4o,Texas Bluesman,4T7XsMXUOYlL1FlvqL3SIQ,31.0,2012-02-01,174133.0
The Melting Moon (Edit),VHS Or Beta,6S71kDIaK8DCQ7Kfi3flz9,1CuB81c3wgWuiRy5IcvUtN,The Melting Moon,5ZjMJYukp8ZmGCpXpzqZkV,0.0,2004-01-01,224146.0
Rain / Ekoln,Olov Johansson_ Catriona Mckay,1c5lKSLM9866mPk51VNkXT,2J6evWVMuVavGma6z3cMcx,Foogy,4bNCDLkOWkAV0uWHbcNTYk,0.0,2009-04-05,470160.0
A La Memoria Del Muerto,Fruko Y Sus Tesos,2WVKO3CvMIgMiBkSFw3u5r,3FqyvFrxYLKRzWhSbt2nTi,Soy Como Soy,5aAlzehdUM14I4ppq24Xob,34.0,2015-07-01,262653.0
Mother,Circular,2QcgSxSdGmiCk4G7FOC5N9,3rn9ZvuMsfpsYf26t3rO36,Divergent,0CCe2lgIb0t8k928YWfG2y,1.0,1999,60093.0
"""Sayin' Dope""",The Bucketheads,2Awqlmt9EPb7laeuZ4Qe0k,7AvNbRsfa2B0Hwf4bfcABj,All In The Mind,1yjuFciXmV3NaPCzwwHclC,12.0,1995-03-03,366089.0
"""I'm Sitting Here Waiting""",Eddie Boyd,0t3h5fMpP5Mvs6gnBRDIWU,2sdxq51ZbgYhpdIHN75AOd,"""Live"" In Switzerland 1968",6tlPbmYME3fjRkSBb3pjoB,0.0,1995-03-20,203360.0
Now You Know,The Real Kids,6XEJt2BoX63vCyoA6jnoL9,1Q9kkYX636jg08rnLuyLnN,The new rose years,46hWN2cZ7MboMi8eUmxttj,0.0,2001-06-15,258240.0
"""When The World Is Running Down_ You Make The Best Of What's Still Around""",The Police,2e2P8zydI5GtcaVhTkOYa9,23enz9nXJhH1BR1Rm5CzDJ,Zenyatta Mondatta (Remastered 2003),5NGO30tJxFlKixkPSgXcFE,50.0,1980-10-03,216666.0
So Jah Seh,Jackie Edwards,7HaF1V6F7IJDfYXDrAFL7E,09fDMbGDFKQqoexNmKp6Oj,Jackpot Records Presents Jackie Edwards,0k7fgVelRP85epNUYH67HB,3.0,2011,257040.0
Stronger Than Me,Amy Winehouse,5LC7nItIEFp4nzdFdEGbf9,5Fb59VtYjJNTXPcNGpoDU3,AMY (Original Motion Picture Soundtrack),6Q192DXotxtaysaqNPy5yR,68.0,2015-10-30,214493.0
Only For The Young,George Lopez,2xRi49gq4plgYma6FmAp5E,2UON5PsFnnK3ttfNasioIU,"Tall, Dark & Chicano",6emrXi84Xjdb8YcEm82XEZ,10.0,2009-10-15,345243.0
"""Warrior's Quest""",Ensiferum,3S0ZIC4cDuCcjhNgcsuVrp,00FzjyL8LBRXzVpPaDHXPq,Victory Songs,0krXCIkthz13P8o0v2tksH,14.0,2007-01-01,291066.0
Chorinho Pra Ele (Live),Richard Galliano,6CZgT4Vbby63LW11sMK2qH,7rHx9TSqNwWzzpzqsA2ddW,Concerts (Live),6yXri0y0q95UDiAyLzTM1y,0.0,2004-05-31,197293.0
Serene,The Cosmosamatics,5i7xZ4UpKr8S5U5AQ0g7yq,66lrDTQMWdMQzAwIsNKIvz,Zetrons,2XhhK2ktMwDLfzriL42dKC,0.0,2005,338360.0
"""T'as 16 ans demain""",Les Hou-Lops,60N3lmaMJNNY5fQFywpkV3,5X46bgNDZ8eHaGWyQyTg7x,Vendredi m'obsède,2rWtG7CwFouVh9hbezhMfa,0.0,2001-01-01,125800.0
Living Hell,Bitter End,78QOAQUETCBdxGLt9D9zOC,1jk1MWkjrY8yM1BgcxhLEO,Have A Nice Death!,3WNngnqdzyEh46Bvx75H0I,0.0,2011-07-28,309506.0
Harajuku Girls,Gwen Stefani,46K29sjD9dfGSBKqRTPIsG,34y7m68F7rN9ou6m5GWohR,Love. Angel. Music. Baby.,4yiQZ8tQPux8cPriYMWUFP,32.0,2004-11-12,290520.0
City Slickers,Marc Shaiman,5KJo5xRdnootBfkcGMvn9O,2CrNZC5Qsr6NgzNRocb1zb,The Bucket List (Original Motion Picture Soundtrack),4A5NGno1SttXk4vB4SLGHo,3.0,2007-01-01,149813.0
A Whiter Shade Of Pale (Live @ Fillmore West),King Curtis,6ER8plW4Mae5d5nSATWPD9,0Tg5AKLEbLNnDjyZh5e913,Live At The Fillmore West,0WxOgeRxUt0MwPrI7A5atQ,32.0,1971,326013.0
Intro,40 Grit,0pnJy3KN4CGC8aqfMreJXg,45Zw8CYH1tzB5Z56rUiui1,The Ballatician - Grit & Grind,3crnzLy8R4lVwaigKEOz7V,6.0,2002-06-25,66493.0
Der Kleine Dompfaff,Line Renaud,2K6J87Jan7gr6NMzJeDzFa,3zwtS8uLZCxSM6oAH2Sy6i,C'est La Vie,5GdlCoChpXDd7bx07pR0eR,0.0,2015-09-25,151133.0
The Ballad Of Sleeping Beauty,Sophie B. Hawkins,6sgBRTXbKgYsFWfVJmhl1d,2oKbwv9ClTQKWHHTKCqN59,Whaler,3gdIwZY6Q3RXhDteYr4ZvC,18.0,1994-07-21,305173.0
Prognosis,Steve Morse,37E6zukAEyXZTmkLLs5DRv,5eiBwBDsBw27eXnS3VOidz,Prime Cuts,4FzTsw9P3m2xDkwtiSiBMB,7.0,2005,365240.0
Native Soul,Danilo Perez,2hbjCtRyFg0jlSiRTgJjzM,20mUME6ngGo4rrbyCNMqnO,. . . Till Then,6nPiCm3jwXHrOsMbTDoc4E,10.0,2003-01-01,196133.0
Small World,Ethel Merman,2tp83dk7maL6nHUiMRTtye,3bSV3SYrXvWXCjOQQJRH7Y,Gypsy - 50th Anniversary Edition,4Kgu9tJgtNXTWMjefKahs9,0.0,1959,135893.0
Mayday,Natural Elements,18KQjn8PDsUFqydJXGl4Vt,21tkKiB2eq0Q3Nl49OxKbr,Lyricist Lounge Vol. 1,30w84nn3PeS84CNq1Ryrb7,9.0,2002-01-01,338133.0
Lake Of Dreams,Lisa Lynne,5YSX6FteUnDU7LAexJY8f0,1F6XkaWHNgYod8t7cm59u9,Daughters Of the Celtic Moon: A Windham Hill Collection featuring Lisa Lynne,7DCHj51jkx28ABRyrKzmul,11.0,1990-01-01,298106.0
Swallow The Knife (Live) (Segue),Story Of The Year,2xkX7kxpDCtASJVlhDujWZ,6o9S11cKrBkiFKLfo57XAK,Live in the Lou,0KDuKk6YdEu3hR56HtXmxt,4.0,2005-05-10,75573.0
Because Of You,Neil Sedaka,37iwFRMBQ46R6c0Xl2CG22,0Tal6Clg8tf5wySzqL9HFs,Love Songs,5N6GwJzOcOY5kv8p0NjhYL,14.0,2005-01-10,170840.0
Hit The Lights,Metallica,2620eph8P9p5FQ1oQWcWuk,3m69LQokz6DaKB3yw4BH6n,Kill 'Em All (Deluxe / Remastered),2ye2Wgw4gimLv2eAKyk1NB,49.0,1983-07-24,255866.0
"""Don't Tell Me""",T-Bone,3OBctGPxPCRIkA0AErAaW7,2GdxYTbmuhl6iN7T65eJOF,Don't Look Back,1z0HFfwh5VkQyGsKLyVhIV,0.0,1998-01-01,229063.0
The Thrill Is Gone,Jude Taylor & His Burning Flames,6TIVuAcfBCCynCMgKXrNVs,3B8mad3tbXvpDQ8geza7Xe,Best of Zydeco,1hLzQhDRUZRcyAHtpM0UEe,0.0,1994,260466.0
Karuna,Bill Douglas,07y0rApXn3yd1AnqlOHB53,357fx3v4BtwZ5IRdElwZbP,Jewel Lake,6Q59EZh3Nb2urfj82a8XFK,4.0,1988-01-01,334000.0
Have You Seen Her,The Red Telephone,1mIdNYieMiL1OdKHG1zjYa,5rniqWhYbcyJSABrS2eRD8,Aviation,4wO3u8GOYAZXWHdv5RU0Gd,0.0,2000-02-22,273493.0
Closing Scene,The Radio Dept.,4k7f3vipBVNTwSBVzaRd5M,2tKuxquz6D6CEhPP5TLTl4,Passive Aggressive,0utS63XytOEVN1EtzWhJpG,19.0,2011-01-25,256108.0
Cancion Para Mi Muerte,Sui Generis,0t0Kl5jxxV3s8bdpILkgmd,0EdYPXNaKi8QOBwq1C13jM,Vida,5lCqW8vcd4TyTHzGIuKdH8,57.0,1972-06-22,215906.0
Fuego Caliente,M.I.K.E.,6cvDhETzawVKkIY3UOJHfL,7A1L8ld9QYG8ERCCrdmhiR,"Trance Top 1000 Selection, Vol. 11",2FClSTHSkbKYByTy7dnBQq,1.0,2015-04-24,203211.0
Un Tipo Como Yo,Willie Rosario,36mzQZO3Oln4VTrJJyFQl1,0CNxlDVsAay8Nsbpd9mKXd,Back To The Future,24qSVomYxpfAFwzBnKCc8J,25.0,1999,281426.0
Megatrend,Rummage,681E5rxhEIJD6TAeEs5kmJ,1yLUO5gYsajzHJzOgWdjek,thahandclaspinduction,35ZfuXf9gIUDQOOI4yLyE2,0.0,2004-02-06,178133.0
Pienso En Ti,Shakira,4I0y9VniZ7JlDYthP8Vpo9,3HLngzP9wVd8p3SMDQgyd9,Pies Descalzos,0EmeFodog0BfCgMzAIvKQp,46.0,1995-10-06,145840.0
Little Timmy,Vickie Winans,11rordDQPGzHcBFTDltl3v,3DBFgkivV3kcBjtydWRCrm,Best Of Vickie Winans,3lRcuKNnP49qqc0AHfTTAR,0.0,2003-02-25,359160.0
In The Name of the Father,Adr Lavey,1yVOaxUKcMPo00AP2jhuN1,4YFj1MYflyAGssOvFZTLvp,Leviathans Creations,4Cl7fXUXKJ6VpuPiuA5QYk,6.0,2005-01-01,197106.0
